# decoded solutions
Answer 1: x1=1, x2=3, x3=2
Answer 8980: x1=3, x2=1, x3=2
Answer 8981: x1=1, x2=3, x3=2
Answer 8982: x1=1, x2=3, x3=2
Answer 8983: x1=3, x2=1, x3=2
Answer 8984: x1=3, x2=1, x3=2
Answer 8985: x1=1, x2=3, x3=2
Answer 8986: x1=3, x2=1, x3=2
Answer 8987: x1=1, x2=3, x3=2
Answer 8988: x1=3, x2=1, x3=2
Answer 8989: x1=1, x2=3, x3=2
Answer 8990: x1=1, x2=3, x3=2
Answer 8991: x1=3, x2=1, x3=2
Answer 8992: x1=3, x2=1, x3=2
Answer 8993: x1=1, x2=3, x3=2
Answer 8994: x1=3, x2=1, x3=2
Answer 8995: x1=1, x2=3, x3=2
Answer 8996: x1=3, x2=1, x3=2
Answer 8997: x1=1, x2=3, x3=2
Answer 8998: x1=1, x2=3, x3=2
Answer 8999: x1=3, x2=1, x3=2
Answer 9000: x1=3, x2=1, x3=2
Answer 9001: x1=1, x2=3, x3=2
Answer 9002: x1=3, x2=1, x3=2
Answer 9003: x1=1, x2=3, x3=2
Answer 9004: x1=3, x2=1, x3=2
Answer 9005: x1=1, x2=3, x3=2
Answer 9006: x1=1, x2=3, x3=2
Answer 9007: x1=3, x2=1, x3=2
Answer 9008: x1=3, x2=1, x3=2
Answer 9009: x1=1, x2=3, x3=2
Answer 9010: x1=3, x2=1, x3=2
Answer 9011: x1=1, x2=3, x3=2
Answer 9012: x1=3, x2=1, x3=2
Answer 9013: x1=1, x2=3, x3=2
Answer 9014: x1=1, x2=3, x3=2
Answer 9015: x1=3, x2=1, x3=2
Answer 9016: x1=3, x2=1, x3=2
Answer 9017: x1=1, x2=3, x3=2
Answer 9018: x1=3, x2=1, x3=2
Answer 9019: x1=1, x2=3, x3=2
Answer 9020: x1=3, x2=1, x3=2
Answer 9021: x1=1, x2=3, x3=2
Answer 9022: x1=1, x2=3, x3=2
Answer 9023: x1=3, x2=1, x3=2
Answer 9024: x1=3, x2=1, x3=2
Answer 9025: x1=1, x2=3, x3=2
Answer 9026: x1=3, x2=1, x3=2
Answer 9027: x1=1, x2=3, x3=2
Answer 9028: x1=3, x2=1, x3=2
Answer 9029: x1=1, x2=3, x3=2
Answer 9030: x1=1, x2=3, x3=2
Answer 9031: x1=3, x2=1, x3=2
Answer 9032: x1=3, x2=1, x3=2
Answer 9033: x1=1, x2=3, x3=2
Answer 9034: x1=3, x2=1, x3=2
Answer 9035: x1=1, x2=3, x3=2
Answer 9036: x1=3, x2=1, x3=2
Answer 9037: x1=1, x2=3, x3=2
Answer 9038: x1=1, x2=3, x3=2
Answer 9039: x1=3, x2=1, x3=2
Answer 9040: x1=3, x2=1, x3=2
Answer 9041: x1=1, x2=3, x3=2
Answer 9042: x1=3, x2=1, x3=2
Answer 9043: x1=1, x2=3, x3=2
Answer 9044: x1=3, x2=1, x3=2
Answer 9045: x1=1, x2=3, x3=2
Answer 9046: x1=1, x2=3, x3=2
Answer 9047: x1=3, x2=1, x3=2
Answer 9048: x1=3, x2=1, x3=2
Answer 9049: x1=1, x2=3, x3=2
Answer 9050: x1=3, x2=1, x3=2
Answer 9051: x1=1, x2=3, x3=2
Answer 9052: x1=3, x2=1, x3=2
Answer 9053: x1=1, x2=3, x3=2
Answer 9054: x1=1, x2=3, x3=2
Answer 9055: x1=3, x2=1, x3=2
Answer 9056: x1=3, x2=1, x3=2
Answer 9057: x1=1, x2=3, x3=2
Answer 9058: x1=3, x2=1, x3=2
Answer 9059: x1=1, x2=3, x3=2
Answer 9060: x1=3, x2=1, x3=2
Answer 9061: x1=1, x2=3, x3=2
Answer 9062: x1=1, x2=3, x3=2
Answer 9063: x1=3, x2=1, x3=2
Answer 9064: x1=3, x2=1, x3=2
Answer 9065: x1=1, x2=3, x3=2
Answer 9066: x1=3, x2=1, x3=2
Answer 9067: x1=1, x2=3, x3=2
Answer 9068: x1=3, x2=1, x3=2
Answer 9069: x1=1, x2=3, x3=2
Answer 9070: x1=1, x2=3, x3=2
Answer 9071: x1=3, x2=1, x3=2
Answer 9072: x1=3, x2=1, x3=2
Answer 9073: x1=1, x2=3, x3=2
Answer 9074: x1=3, x2=1, x3=2
Answer 9075: x1=1, x2=3, x3=2
Answer 9076: x1=3, x2=1, x3=2
Answer 9077: x1=1, x2=3, x3=2
Answer 9078: x1=1, x2=3, x3=2
Answer 9079: x1=3, x2=1, x3=2
Answer 9080: x1=3, x2=1, x3=2
Answer 9081: x1=1, x2=3, x3=2
Answer 9082: x1=3, x2=1, x3=2
Answer 9083: x1=1, x2=3, x3=2
Answer 9084: x1=3, x2=1, x3=2
Answer 9085: x1=1, x2=3, x3=2
Answer 9086: x1=1, x2=3, x3=2
Answer 9087: x1=3, x2=1, x3=2
Answer 9088: x1=3, x2=1, x3=2
Answer 9089: x1=1, x2=3, x3=2
Answer 9090: x1=3, x2=1, x3=2
Answer 9091: x1=1, x2=3, x3=2
Answer 9092: x1=3, x2=1, x3=2
Answer 9093: x1=1, x2=3, x3=2
Answer 9094: x1=1, x2=3, x3=2
Answer 9095: x1=3, x2=1, x3=2
Answer 9096: x1=3, x2=1, x3=2
Answer 9097: x1=1, x2=3, x3=2
Answer 9098: x1=3, x2=1, x3=2
Answer 9099: x1=1, x2=3, x3=2
Answer 9100: x1=3, x2=1, x3=2
Answer 9101: x1=1, x2=3, x3=2
Answer 9102: x1=1, x2=3, x3=2
Answer 9103: x1=3, x2=1, x3=2
Answer 9104: x1=3, x2=1, x3=2
Answer 9105: x1=1, x2=3, x3=2
Answer 9106: x1=3, x2=1, x3=2
Answer 9107: x1=1, x2=3, x3=2
Answer 9108: x1=3, x2=1, x3=2
Answer 9109: x1=1, x2=3, x3=2
Answer 9110: x1=1, x2=3, x3=2
Answer 9111: x1=3, x2=1, x3=2
Answer 9112: x1=3, x2=1, x3=2
Answer 9113: x1=1, x2=3, x3=2
Answer 9114: x1=3, x2=1, x3=2
Answer 9115: x1=1, x2=3, x3=2
Answer 9116: x1=3, x2=1, x3=2
Answer 9117: x1=1, x2=3, x3=2
Answer 9118: x1=1, x2=3, x3=2
Answer 9119: x1=3, x2=1, x3=2
Answer 9120: x1=3, x2=1, x3=2
Answer 9121: x1=1, x2=3, x3=2
Answer 9122: x1=3, x2=1, x3=2
Answer 9123: x1=1, x2=3, x3=2
Answer 9124: x1=3, x2=1, x3=2
Answer 9125: x1=1, x2=3, x3=2
Answer 9126: x1=1, x2=3, x3=2
Answer 9127: x1=3, x2=1, x3=2
Answer 9128: x1=3, x2=1, x3=2
Answer 9129: x1=1, x2=3, x3=2
Answer 9130: x1=3, x2=1, x3=2
Answer 9131: x1=1, x2=3, x3=2
Answer 9132: x1=3, x2=1, x3=2
Answer 9133: x1=1, x2=3, x3=2
Answer 9134: x1=1, x2=3, x3=2
Answer 9135: x1=3, x2=1, x3=2
Answer 9136: x1=3, x2=1, x3=2
Answer 9137: x1=1, x2=3, x3=2
Answer 9138: x1=3, x2=1, x3=2
Answer 9139: x1=1, x2=3, x3=2
Answer 9140: x1=3, x2=1, x3=2
Answer 9141: x1=1, x2=3, x3=2
Answer 9142: x1=1, x2=3, x3=2
Answer 9143: x1=3, x2=1, x3=2
Answer 9144: x1=3, x2=1, x3=2
Answer 9145: x1=1, x2=3, x3=2
Answer 9146: x1=3, x2=1, x3=2
Answer 9147: x1=1, x2=3, x3=2
Answer 9148: x1=3, x2=1, x3=2
Answer 9149: x1=1, x2=3, x3=2
Answer 9150: x1=1, x2=3, x3=2
Answer 9151: x1=3, x2=1, x3=2
Answer 9152: x1=3, x2=1, x3=2
Answer 9153: x1=1, x2=3, x3=2
Answer 9154: x1=3, x2=1, x3=2
Answer 9155: x1=1, x2=3, x3=2
Answer 9156: x1=3, x2=1, x3=2
Answer 9157: x1=1, x2=3, x3=2
Answer 9158: x1=1, x2=3, x3=2
Answer 9159: x1=3, x2=1, x3=2
Answer 9160: x1=3, x2=1, x3=2
Answer 9161: x1=1, x2=3, x3=2
Answer 9162: x1=3, x2=1, x3=2
Answer 9163: x1=1, x2=3, x3=2
Answer 9164: x1=3, x2=1, x3=2
Answer 9165: x1=1, x2=3, x3=2
Answer 9166: x1=1, x2=3, x3=2
Answer 9167: x1=3, x2=1, x3=2
Answer 9168: x1=3, x2=1, x3=2
Answer 9169: x1=1, x2=3, x3=2
Answer 9170: x1=3, x2=1, x3=2
Answer 9171: x1=1, x2=3, x3=2
Answer 9172: x1=3, x2=1, x3=2
Answer 9173: x1=1, x2=3, x3=2
Answer 9174: x1=1, x2=3, x3=2
Answer 9175: x1=3, x2=1, x3=2
Answer 9176: x1=3, x2=1, x3=2
Answer 9177: x1=1, x2=3, x3=2
Answer 9178: x1=3, x2=1, x3=2
Answer 9179: x1=1, x2=3, x3=2
Answer 9180: x1=3, x2=1, x3=2
Answer 9181: x1=1, x2=3, x3=2
Answer 9182: x1=1, x2=3, x3=2
Answer 9183: x1=3, x2=1, x3=2
Answer 9184: x1=3, x2=1, x3=2
Answer 9185: x1=1, x2=3, x3=2
Answer 9186: x1=3, x2=1, x3=2
Answer 9187: x1=1, x2=3, x3=2
Answer 9188: x1=3, x2=1, x3=2
Answer 9189: x1=1, x2=3, x3=2
Answer 9190: x1=1, x2=3, x3=2
Answer 9191: x1=3, x2=1, x3=2
Answer 9192: x1=3, x2=1, x3=2
Answer 9193: x1=1, x2=3, x3=2
Answer 9194: x1=3, x2=1, x3=2
Answer 9195: x1=1, x2=3, x3=2
Answer 9196: x1=3, x2=1, x3=2
Answer 9197: x1=1, x2=3, x3=2
Answer 9198: x1=1, x2=3, x3=2
Answer 9199: x1=3, x2=1, x3=2
Answer 9200: x1=3, x2=1, x3=2
Answer 9201: x1=1, x2=3, x3=2
Answer 9202: x1=3, x2=1, x3=2
Answer 9203: x1=1, x2=3, x3=2
Answer 9204: x1=3, x2=1, x3=2
Answer 9205: x1=1, x2=3, x3=2
Answer 9206: x1=1, x2=3, x3=2
Answer 9207: x1=3, x2=1, x3=2
Answer 9208: x1=3, x2=1, x3=2
Answer 9209: x1=1, x2=3, x3=2
Answer 9210: x1=3, x2=1, x3=2
Answer 9211: x1=1, x2=3, x3=2
Answer 9212: x1=3, x2=1, x3=2
Answer 9213: x1=1, x2=3, x3=2
Answer 9214: x1=1, x2=3, x3=2
Answer 9215: x1=3, x2=1, x3=2
Answer 9216: x1=3, x2=1, x3=2
Answer 9217: x1=1, x2=3, x3=2
Answer 9218: x1=3, x2=1, x3=2
Answer 9219: x1=1, x2=3, x3=2
Answer 9220: x1=3, x2=1, x3=2
Answer 9221: x1=1, x2=3, x3=2
Answer 9222: x1=1, x2=3, x3=2
Answer 9223: x1=3, x2=1, x3=2
Answer 9224: x1=3, x2=1, x3=2
Answer 9225: x1=1, x2=3, x3=2
Answer 9226: x1=3, x2=1, x3=2
Answer 9227: x1=1, x2=3, x3=2
Answer 9228: x1=3, x2=1, x3=2
Answer 9229: x1=1, x2=3, x3=2
Answer 9230: x1=1, x2=3, x3=2
Answer 9231: x1=3, x2=1, x3=2
Answer 9232: x1=3, x2=1, x3=2
Answer 9233: x1=1, x2=3, x3=2
Answer 9234: x1=3, x2=1, x3=2
Answer 9235: x1=1, x2=3, x3=2
Answer 9236: x1=3, x2=1, x3=2
Answer 9237: x1=1, x2=3, x3=2
Answer 9238: x1=1, x2=3, x3=2
Answer 9239: x1=3, x2=1, x3=2
Answer 9240: x1=3, x2=1, x3=2
Answer 9241: x1=1, x2=3, x3=2
Answer 9242: x1=3, x2=1, x3=2
Answer 9243: x1=1, x2=3, x3=2
Answer 9244: x1=3, x2=1, x3=2
Answer 9245: x1=1, x2=3, x3=2
Answer 9246: x1=1, x2=3, x3=2
Answer 9247: x1=3, x2=1, x3=2
Answer 9248: x1=3, x2=1, x3=2
Answer 9249: x1=1, x2=3, x3=2
Answer 9250: x1=3, x2=1, x3=2
Answer 9251: x1=1, x2=3, x3=2
Answer 9252: x1=3, x2=1, x3=2
Answer 9253: x1=1, x2=3, x3=2
Answer 9254: x1=1, x2=3, x3=2
Answer 9255: x1=3, x2=1, x3=2
Answer 9256: x1=3, x2=1, x3=2
Answer 9257: x1=1, x2=3, x3=2
Answer 9258: x1=3, x2=1, x3=2
Answer 9259: x1=1, x2=3, x3=2
Answer 9260: x1=3, x2=1, x3=2
Answer 9261: x1=1, x2=3, x3=2
Answer 9262: x1=1, x2=3, x3=2
Answer 9263: x1=3, x2=1, x3=2
Answer 9264: x1=3, x2=1, x3=2
Answer 9265: x1=1, x2=3, x3=2
Answer 9266: x1=3, x2=1, x3=2
Answer 9267: x1=1, x2=3, x3=2
Answer 9268: x1=3, x2=1, x3=2
Answer 9269: x1=1, x2=3, x3=2
Answer 9270: x1=1, x2=3, x3=2
Answer 9271: x1=3, x2=1, x3=2
Answer 9272: x1=3, x2=1, x3=2
Answer 9273: x1=1, x2=3, x3=2
Answer 9274: x1=3, x2=1, x3=2
Answer 9275: x1=1, x2=3, x3=2
Answer 9276: x1=3, x2=1, x3=2
Answer 9277: x1=1, x2=3, x3=2
Answer 9278: x1=1, x2=3, x3=2
Answer 9279: x1=3, x2=1, x3=2
Answer 9280: x1=3, x2=1, x3=2
Answer 9281: x1=1, x2=3, x3=2
Answer 9282: x1=3, x2=1, x3=2
Answer 9283: x1=1, x2=3, x3=2
Answer 9284: x1=3, x2=1, x3=2
Answer 9285: x1=1, x2=3, x3=2
Answer 9286: x1=1, x2=3, x3=2
Answer 9287: x1=3, x2=1, x3=2
Answer 9288: x1=3, x2=1, x3=2
Answer 9289: x1=1, x2=3, x3=2
Answer 9290: x1=3, x2=1, x3=2
Answer 9291: x1=1, x2=3, x3=2
Answer 9292: x1=3, x2=1, x3=2
Answer 9293: x1=1, x2=3, x3=2
Answer 9294: x1=1, x2=3, x3=2
Answer 9295: x1=3, x2=1, x3=2
Answer 9296: x1=3, x2=1, x3=2
Answer 9297: x1=1, x2=3, x3=2
Answer 9298: x1=3, x2=1, x3=2
Answer 9299: x1=1, x2=3, x3=2
Answer 9300: x1=3, x2=1, x3=2
Answer 9301: x1=1, x2=3, x3=2
Answer 9302: x1=1, x2=3, x3=2
Answer 9303: x1=3, x2=1, x3=2
Answer 9304: x1=3, x2=1, x3=2
Answer 9305: x1=1, x2=3, x3=2
Answer 9306: x1=3, x2=1, x3=2
Answer 9307: x1=1, x2=3, x3=2
Answer 9308: x1=3, x2=1, x3=2
Answer 9309: x1=1, x2=3, x3=2
Answer 9310: x1=1, x2=3, x3=2
Answer 9311: x1=3, x2=1, x3=2
Answer 9312: x1=3, x2=1, x3=2
Answer 9313: x1=1, x2=3, x3=2
Answer 9314: x1=3, x2=1, x3=2
Answer 9315: x1=1, x2=3, x3=2
Answer 9316: x1=3, x2=1, x3=2
Answer 9317: x1=1, x2=3, x3=2
Answer 9318: x1=1, x2=3, x3=2
Answer 9319: x1=3, x2=1, x3=2
Answer 9320: x1=3, x2=1, x3=2
Answer 9321: x1=1, x2=3, x3=2
Answer 9322: x1=3, x2=1, x3=2
Answer 9323: x1=1, x2=3, x3=2
Answer 9324: x1=3, x2=1, x3=2
Answer 9325: x1=1, x2=3, x3=2
Answer 9326: x1=1, x2=3, x3=2
Answer 9327: x1=3, x2=1, x3=2
Answer 9328: x1=3, x2=1, x3=2
Answer 9329: x1=1, x2=3, x3=2
Answer 9330: x1=3, x2=1, x3=2
Answer 9331: x1=1, x2=3, x3=2
Answer 9332: x1=3, x2=1, x3=2
Answer 9333: x1=1, x2=3, x3=2
Answer 9334: x1=1, x2=3, x3=2
Answer 9335: x1=3, x2=1, x3=2
Answer 9336: x1=3, x2=1, x3=2
Answer 9337: x1=1, x2=3, x3=2
Answer 9338: x1=3, x2=1, x3=2
Answer 9339: x1=1, x2=3, x3=2
Answer 9340: x1=3, x2=1, x3=2
Answer 9341: x1=1, x2=3, x3=2
Answer 9342: x1=1, x2=3, x3=2
Answer 9343: x1=3, x2=1, x3=2
Answer 9344: x1=3, x2=1, x3=2
Answer 9345: x1=1, x2=3, x3=2
Answer 9346: x1=3, x2=1, x3=2
Answer 9347: x1=1, x2=3, x3=2
Answer 9348: x1=3, x2=1, x3=2
Answer 9349: x1=1, x2=3, x3=2
Answer 9350: x1=1, x2=3, x3=2
Answer 9351: x1=3, x2=1, x3=2
Answer 9352: x1=3, x2=1, x3=2
Answer 9353: x1=1, x2=3, x3=2
Answer 9354: x1=3, x2=1, x3=2
Answer 9355: x1=1, x2=3, x3=2
Answer 9356: x1=3, x2=1, x3=2
Answer 9357: x1=1, x2=3, x3=2
Answer 9358: x1=1, x2=3, x3=2
Answer 9359: x1=3, x2=1, x3=2
Answer 9360: x1=3, x2=1, x3=2
Answer 9361: x1=1, x2=3, x3=2
Answer 9362: x1=3, x2=1, x3=2
Answer 9363: x1=1, x2=3, x3=2
Answer 9364: x1=3, x2=1, x3=2
Answer 9365: x1=1, x2=3, x3=2
Answer 9366: x1=1, x2=3, x3=2
Answer 9367: x1=3, x2=1, x3=2
Answer 9368: x1=3, x2=1, x3=2
Answer 9369: x1=1, x2=3, x3=2
Answer 9370: x1=3, x2=1, x3=2
Answer 9371: x1=1, x2=3, x3=2
Answer 9372: x1=3, x2=1, x3=2
Answer 9373: x1=1, x2=3, x3=2
Answer 9374: x1=1, x2=3, x3=2
Answer 9375: x1=3, x2=1, x3=2
Answer 9376: x1=3, x2=1, x3=2
Answer 9377: x1=1, x2=3, x3=2
Answer 9378: x1=3, x2=1, x3=2
Answer 9379: x1=1, x2=3, x3=2
Answer 9380: x1=3, x2=1, x3=2
Answer 9381: x1=1, x2=3, x3=2
Answer 9382: x1=1, x2=3, x3=2
Answer 9383: x1=3, x2=1, x3=2
Answer 9384: x1=3, x2=1, x3=2
Answer 9385: x1=1, x2=3, x3=2
Answer 9386: x1=3, x2=1, x3=2
Answer 9387: x1=1, x2=3, x3=2
Answer 9388: x1=3, x2=1, x3=2
Answer 9389: x1=1, x2=3, x3=2
Answer 9390: x1=1, x2=3, x3=2
Answer 9391: x1=3, x2=1, x3=2
Answer 9392: x1=3, x2=1, x3=2
Answer 9393: x1=1, x2=3, x3=2
Answer 9394: x1=3, x2=1, x3=2
Answer 9395: x1=1, x2=3, x3=2
Answer 9396: x1=3, x2=1, x3=2
Answer 9397: x1=1, x2=3, x3=2
Answer 9398: x1=1, x2=3, x3=2
Answer 9399: x1=3, x2=1, x3=2
Answer 9400: x1=3, x2=1, x3=2
Answer 9401: x1=1, x2=3, x3=2
Answer 9402: x1=3, x2=1, x3=2
Answer 9403: x1=1, x2=3, x3=2
Answer 9404: x1=3, x2=1, x3=2
Answer 9405: x1=1, x2=3, x3=2
Answer 9406: x1=1, x2=3, x3=2
Answer 9407: x1=3, x2=1, x3=2
Answer 9408: x1=3, x2=1, x3=2
Answer 9409: x1=1, x2=3, x3=2
Answer 9410: x1=3, x2=1, x3=2
Answer 9411: x1=1, x2=3, x3=2
Answer 9412: x1=3, x2=1, x3=2
Answer 9413: x1=1, x2=3, x3=2
Answer 9414: x1=1, x2=3, x3=2
Answer 9415: x1=3, x2=1, x3=2
Answer 9416: x1=3, x2=1, x3=2
Answer 9417: x1=1, x2=3, x3=2
Answer 9418: x1=3, x2=1, x3=2
Answer 9419: x1=1, x2=3, x3=2
Answer 9420: x1=3, x2=1, x3=2
Answer 9421: x1=1, x2=3, x3=2
Answer 9422: x1=1, x2=3, x3=2
Answer 9423: x1=3, x2=1, x3=2
Answer 9424: x1=3, x2=1, x3=2
Answer 9425: x1=1, x2=3, x3=2
Answer 9426: x1=3, x2=1, x3=2
Answer 9427: x1=1, x2=3, x3=2
Answer 9428: x1=3, x2=1, x3=2
Answer 9429: x1=1, x2=3, x3=2
Answer 9430: x1=1, x2=3, x3=2
Answer 9431: x1=3, x2=1, x3=2
Answer 9432: x1=3, x2=1, x3=2
Answer 9433: x1=1, x2=3, x3=2
Answer 9434: x1=3, x2=1, x3=2
Answer 9435: x1=1, x2=3, x3=2
Answer 9436: x1=3, x2=1, x3=2
Answer 9437: x1=1, x2=3, x3=2
Answer 9438: x1=1, x2=3, x3=2
Answer 9439: x1=3, x2=1, x3=2
Answer 9440: x1=3, x2=1, x3=2
Answer 9441: x1=1, x2=3, x3=2
Answer 9442: x1=3, x2=1, x3=2
Answer 9443: x1=1, x2=3, x3=2
Answer 9444: x1=3, x2=1, x3=2
Answer 9445: x1=1, x2=3, x3=2
Answer 9446: x1=1, x2=3, x3=2
Answer 9447: x1=3, x2=1, x3=2
Answer 9448: x1=3, x2=1, x3=2
Answer 9449: x1=1, x2=3, x3=2
Answer 9450: x1=3, x2=1, x3=2
Answer 9451: x1=1, x2=3, x3=2
Answer 9452: x1=3, x2=1, x3=2
Answer 9453: x1=1, x2=3, x3=2
Answer 9454: x1=1, x2=3, x3=2
Answer 9455: x1=3, x2=1, x3=2
Answer 9456: x1=3, x2=1, x3=2
Answer 9457: x1=1, x2=3, x3=2
Answer 9458: x1=3, x2=1, x3=2
Answer 9459: x1=1, x2=3, x3=2
Answer 9460: x1=3, x2=1, x3=2
Answer 9461: x1=1, x2=3, x3=2
Answer 9462: x1=1, x2=3, x3=2
Answer 9463: x1=3, x2=1, x3=2
Answer 9464: x1=3, x2=1, x3=2
Answer 9465: x1=1, x2=3, x3=2
Answer 9466: x1=3, x2=1, x3=2
Answer 9467: x1=1, x2=3, x3=2
Answer 9468: x1=3, x2=1, x3=2
Answer 9469: x1=1, x2=3, x3=2
Answer 9470: x1=1, x2=3, x3=2
Answer 9471: x1=3, x2=1, x3=2
Answer 9472: x1=3, x2=1, x3=2
Answer 9473: x1=1, x2=3, x3=2
Answer 9474: x1=3, x2=1, x3=2
Answer 9475: x1=1, x2=3, x3=2
Answer 9476: x1=3, x2=1, x3=2
Answer 9477: x1=1, x2=3, x3=2
Answer 9478: x1=1, x2=3, x3=2
Answer 9479: x1=3, x2=1, x3=2
Answer 9480: x1=3, x2=1, x3=2
Answer 9481: x1=1, x2=3, x3=2
Answer 9482: x1=3, x2=1, x3=2
Answer 9483: x1=1, x2=3, x3=2
Answer 9484: x1=3, x2=1, x3=2
Answer 9485: x1=1, x2=3, x3=2
Answer 9486: x1=1, x2=3, x3=2
Answer 9487: x1=3, x2=1, x3=2
Answer 9488: x1=3, x2=1, x3=2
Answer 9489: x1=1, x2=3, x3=2
Answer 9490: x1=3, x2=1, x3=2
Answer 9491: x1=1, x2=3, x3=2
Answer 9492: x1=3, x2=1, x3=2
Answer 9493: x1=1, x2=3, x3=2
Answer 9494: x1=1, x2=3, x3=2
Answer 9495: x1=3, x2=1, x3=2
Answer 9496: x1=3, x2=1, x3=2
Answer 9497: x1=1, x2=3, x3=2
Answer 9498: x1=3, x2=1, x3=2
Answer 9499: x1=1, x2=3, x3=2
Answer 9500: x1=3, x2=1, x3=2
Answer 9501: x1=1, x2=3, x3=2
Answer 9502: x1=1, x2=3, x3=2
Answer 9503: x1=3, x2=1, x3=2
Answer 9504: x1=3, x2=1, x3=2
Answer 9505: x1=1, x2=3, x3=2
Answer 9506: x1=3, x2=1, x3=2
Answer 9507: x1=1, x2=3, x3=2
Answer 9508: x1=3, x2=1, x3=2
Answer 9509: x1=1, x2=3, x3=2
Answer 9510: x1=1, x2=3, x3=2
Answer 9511: x1=3, x2=1, x3=2
Answer 9512: x1=3, x2=1, x3=2
Answer 9513: x1=1, x2=3, x3=2
Answer 9514: x1=3, x2=1, x3=2
Answer 9515: x1=1, x2=3, x3=2
Answer 9516: x1=3, x2=1, x3=2
Answer 9517: x1=1, x2=3, x3=2
Answer 9518: x1=1, x2=3, x3=2
Answer 9519: x1=3, x2=1, x3=2
Answer 9520: x1=3, x2=1, x3=2
Answer 9521: x1=1, x2=3, x3=2
Answer 9522: x1=3, x2=1, x3=2
Answer 9523: x1=1, x2=3, x3=2
Answer 9524: x1=3, x2=1, x3=2
Answer 9525: x1=1, x2=3, x3=2
Answer 9526: x1=1, x2=3, x3=2
Answer 9527: x1=3, x2=1, x3=2
Answer 9528: x1=3, x2=1, x3=2
Answer 9529: x1=1, x2=3, x3=2
Answer 9530: x1=3, x2=1, x3=2
Answer 9531: x1=1, x2=3, x3=2
Answer 9532: x1=3, x2=1, x3=2
Answer 9533: x1=1, x2=3, x3=2
Answer 9534: x1=1, x2=3, x3=2
Answer 9535: x1=3, x2=1, x3=2
Answer 9536: x1=3, x2=1, x3=2
Answer 9537: x1=1, x2=3, x3=2
Answer 9538: x1=3, x2=1, x3=2
Answer 9539: x1=1, x2=3, x3=2
Answer 9540: x1=3, x2=1, x3=2
Answer 9541: x1=1, x2=3, x3=2
Answer 9542: x1=1, x2=3, x3=2
Answer 9543: x1=3, x2=1, x3=2
Answer 9544: x1=3, x2=1, x3=2
Answer 9545: x1=1, x2=3, x3=2
Answer 9546: x1=3, x2=1, x3=2
Answer 9547: x1=1, x2=3, x3=2
Answer 9548: x1=3, x2=1, x3=2
Answer 9549: x1=1, x2=3, x3=2
Answer 9550: x1=1, x2=3, x3=2
Answer 9551: x1=3, x2=1, x3=2
Answer 9552: x1=3, x2=1, x3=2
Answer 9553: x1=1, x2=3, x3=2
Answer 9554: x1=3, x2=1, x3=2
Answer 9555: x1=1, x2=3, x3=2
Answer 9556: x1=3, x2=1, x3=2
Answer 9557: x1=1, x2=3, x3=2
Answer 9558: x1=1, x2=3, x3=2
Answer 9559: x1=3, x2=1, x3=2
Answer 9560: x1=3, x2=1, x3=2
Answer 9561: x1=1, x2=3, x3=2
Answer 9562: x1=3, x2=1, x3=2
Answer 9563: x1=1, x2=3, x3=2
Answer 9564: x1=3, x2=1, x3=2
Answer 9565: x1=1, x2=3, x3=2
Answer 9566: x1=1, x2=3, x3=2
Answer 9567: x1=3, x2=1, x3=2
Answer 9568: x1=3, x2=1, x3=2
Answer 9569: x1=1, x2=3, x3=2
Answer 9570: x1=3, x2=1, x3=2
Answer 9571: x1=1, x2=3, x3=2
Answer 9572: x1=3, x2=1, x3=2
Answer 9573: x1=1, x2=3, x3=2
Answer 9574: x1=1, x2=3, x3=2
Answer 9575: x1=3, x2=1, x3=2
Answer 9576: x1=3, x2=1, x3=2
Answer 9577: x1=1, x2=3, x3=2
Answer 9578: x1=3, x2=1, x3=2
Answer 9579: x1=1, x2=3, x3=2
Answer 9580: x1=3, x2=1, x3=2
Answer 9581: x1=1, x2=3, x3=2
Answer 9582: x1=1, x2=3, x3=2
Answer 9583: x1=3, x2=1, x3=2
Answer 9584: x1=3, x2=1, x3=2
Answer 9585: x1=1, x2=3, x3=2
Answer 9586: x1=3, x2=1, x3=2
Answer 9587: x1=1, x2=3, x3=2
Answer 9588: x1=3, x2=1, x3=2
Answer 9589: x1=1, x2=3, x3=2
Answer 9590: x1=1, x2=3, x3=2
Answer 9591: x1=3, x2=1, x3=2
Answer 9592: x1=3, x2=1, x3=2
Answer 9593: x1=1, x2=3, x3=2
Answer 9594: x1=3, x2=1, x3=2
Answer 9595: x1=1, x2=3, x3=2
Answer 9596: x1=3, x2=1, x3=2
Answer 9597: x1=1, x2=3, x3=2
Answer 9598: x1=1, x2=3, x3=2
Answer 9599: x1=3, x2=1, x3=2
Answer 9600: x1=3, x2=1, x3=2
Answer 9601: x1=1, x2=3, x3=2
Answer 9602: x1=3, x2=1, x3=2
Answer 9603: x1=1, x2=3, x3=2
Answer 9604: x1=3, x2=1, x3=2
Answer 9605: x1=1, x2=3, x3=2
Answer 9606: x1=1, x2=3, x3=2
Answer 9607: x1=3, x2=1, x3=2
Answer 9608: x1=3, x2=1, x3=2
Answer 9609: x1=1, x2=3, x3=2
Answer 9610: x1=3, x2=1, x3=2
Answer 9611: x1=1, x2=3, x3=2
Answer 9612: x1=3, x2=1, x3=2
Answer 9613: x1=1, x2=3, x3=2
Answer 9614: x1=1, x2=3, x3=2
